year	school_id	school_name	wins	losses	ties	total_games
2015	721	Air Force	10	3	0	13
2015	5	Akron	5	7	0	12
2015	8	Alabama	12	1	1	14
2015	27	Appalachian St.	7	5	0	12
2015	29	Arizona	10	3	1	14
2015	28	Arizona St.	10	3	0	13
2015	31	Arkansas	6	6	1	13
2015	30	Arkansas St.	7	5	1	13
2015	725	Army	4	8	0	12
2015	37	Auburn	8	4	1	13
2015	77	BYU	8	5	0	13
2015	47	Ball St.	5	7	0	12
2015	51	Baylor	11	1	1	13
2015	66	Boise St.	11	2	1	14
2015	67	Boston College	7	6	0	13
2015	71	Bowling Green	8	6	0	14
2015	86	Buffalo	5	6	0	11
2015	107	California	5	7	0	12
2015	129	Central Mich.	7	6	0	13
2015	458	Charlotte	5	6	0	11
2015	140	Cincinnati	9	4	0	13
2015	147	Clemson	9	3	1	13
2015	157	Colorado	2	10	0	12
2015	156	Colorado St.	10	3	0	13
2015	193	Duke	9	4	0	13
2015	196	East Carolina	8	4	1	13
2015	204	Eastern Mich.	2	10	0	12
2015	231	FIU	4	8	0	12
2015	229	Fla. Atlantic	3	9	0	12
2015	235	Florida	6	5	1	12
2015	234	Florida St.	13	0	1	14
2015	96	Fresno St.	6	8	0	14
2015	253	Ga. Southern	9	3	0	12
2015	257	Georgia	9	3	1	13
2015	254	Georgia St.	1	11	0	12
2015	255	Georgia Tech	10	3	1	14
2015	277	Hawaii	4	9	0	13
2015	288	Houston	7	5	1	13
2015	295	Idaho	1	10	0	11
2015	301	Illinois	6	7	0	13
2015	306	Indiana	4	8	0	12
2015	312	Iowa	7	5	1	13
2015	311	Iowa St.	2	10	0	12
2015	328	Kansas	3	9	0	12
2015	327	Kansas St.	9	3	1	13
2015	331	Kent St.	2	9	0	11
2015	334	Kentucky	5	7	0	12
2015	365	LSU	8	4	1	13
2015	671	La.-Lafayette	9	4	0	13
2015	498	La.-Monroe	4	8	0	12
2015	366	Louisiana Tech	9	5	0	14
2015	367	Louisville	9	3	1	13
2015	388	Marshall	13	1	0	14
2015	392	Maryland	7	5	1	13
2015	400	Massachusetts	3	9	0	12
2015	404	Memphis	10	3	0	13
2015	415	Miami (FL)	6	7	0	13
2015	414	Miami (OH)	2	10	0	12
2015	418	Michigan	5	7	0	12
2015	416	Michigan St.	10	2	1	13
2015	419	Middle Tenn.	6	6	0	12
2015	428	Minnesota	8	4	1	13
2015	430	Mississippi St.	10	2	1	13
2015	434	Missouri	10	3	1	14
2015	726	Navy	8	5	0	13
2015	463	Nebraska	9	4	0	13
2015	466	Nevada	7	6	0	13
2015	473	New Mexico	4	8	0	12
2015	472	New Mexico St.	2	10	0	12
2015	457	North Carolina	6	7	0	13
2015	490	North Carolina St.	8	5	0	13
2015	497	North Texas	4	8	0	12
2015	503	Northern Ill.	11	3	0	14
2015	509	Northwestern	5	7	0	12
2015	513	Notre Dame	7	5	1	13
2015	519	Ohio	6	6	0	12
2015	518	Ohio St.	12	1	1	14
2015	522	Oklahoma	8	4	1	13
2015	521	Oklahoma St.	6	6	1	13
2015	523	Old Dominion	6	6	0	12
2015	433	Ole Miss	9	3	1	13
2015	529	Oregon	12	1	1	14
2015	528	Oregon St.	5	7	0	12
2015	539	Penn St.	7	6	0	13
2015	545	Pittsburgh	6	6	1	13
2015	559	Purdue	3	9	0	12
2015	574	Rice	8	5	0	13
2015	587	Rutgers	8	5	0	13
2015	663	SMU	1	11	0	12
2015	626	San Diego St.	7	6	0	13
2015	630	San Jose St.	3	9	0	12
2015	646	South Ala.	6	7	0	13
2015	648	South Carolina	7	6	0	13
2015	651	South Fla.	4	8	0	12
2015	657	Southern California	9	4	0	13
2015	664	Southern Miss.	3	9	0	12
2015	674	Stanford	7	5	1	13
2015	688	Syracuse	3	9	0	12
2015	698	TCU	11	1	1	13
2015	690	Temple	6	6	0	12
2015	694	Tennessee	6	6	1	13
2015	703	Texas	6	6	1	13
2015	697	Texas A&M	7	5	1	13
2015	670	Texas St.	7	5	0	12
2015	700	Texas Tech	4	8	0	12
2015	709	Toledo	8	4	1	13
2015	716	Troy	3	9	0	12
2015	718	Tulane	3	9	0	12
2015	719	Tulsa	2	10	0	12
2015	9	UAB	6	6	0	12
2015	128	UCF	9	4	0	13
2015	110	UCLA	9	3	1	13
2015	164	UConn	2	10	0	12
2015	465	UNLV	2	11	0	13
2015	704	UTEP	7	6	0	13
2015	706	UTSA	4	8	0	12
2015	732	Utah	9	4	0	13
2015	731	Utah St.	10	4	0	14
2015	736	Vanderbilt	3	9	0	12
2015	746	Virginia	5	7	0	12
2015	742	Virginia Tech	7	6	0	13
2015	749	Wake Forest	3	9	0	12
2015	756	Washington	8	5	1	14
2015	754	Washington St.	3	9	0	12
2015	768	West Virginia	7	5	1	13
2015	772	Western Ky.	8	5	0	13
2015	774	Western Mich.	8	5	0	13
2015	796	Wisconsin	10	3	1	14
2015	811	Wyoming	4	8	0	12
2015	2	Abilene Christian	6	6	0	12
2015	6	Alabama A&M	4	8	0	12
2015	7	Alabama St.	7	5	0	12
2015	14	Albany (NY)	7	5	0	12
2015	17	Alcorn	10	3	0	13
2015	2678	Ark.-Pine Bluff	4	7	0	11
2015	43	Austin Peay	1	11	0	12
2015	61	Bethune-Cookman	9	3	0	12
2015	80	Brown	5	5	0	10
2015	81	Bryant	8	3	0	11
2015	83	Bucknell	8	3	0	11
2015	87	Butler	4	7	0	11
2015	90	Cal Poly	7	5	0	12
2015	115	Campbell	5	7	0	12
2015	1004	Central Ark.	6	6	0	12
2015	127	Central Conn. St.	3	9	0	12
2015	48	Charleston So.	8	4	0	12
2015	693	Chattanooga	10	4	0	14
2015	141	Citadel	5	7	0	12
2015	149	Coastal Caro.	12	2	0	14
2015	153	Colgate	5	7	0	12
2015	158	Columbia	0	10	0	10
2015	167	Cornell	1	9	0	10
2015	172	Dartmouth	8	2	0	10
2015	173	Davidson	1	11	0	12
2015	175	Dayton	8	3	0	11
2015	180	Delaware	6	6	0	12
2015	178	Delaware St.	2	10	0	12
2015	189	Drake	7	4	0	11
2015	194	Duquesne	6	6	0	12
2015	201	Eastern Ill.	5	7	0	12
2015	202	Eastern Ky.	9	4	0	13
2015	207	Eastern Wash.	11	3	0	14
2015	1068	Elon	1	11	0	12
2015	228	Florida A&M	3	9	0	12
2015	236	Fordham	11	3	0	14
2015	244	Furman	3	9	0	12
2015	1092	Gardner-Webb	4	8	0	12
2015	251	Georgetown	3	8	0	11
2015	261	Grambling	7	5	0	12
2015	270	Hampton	3	9	0	12
2015	275	Harvard	10	0	0	10
2015	285	Holy Cross	4	8	0	12
2015	287	Houston Baptist	2	9	0	11
2015	290	Howard	5	7	0	12
2015	294	Idaho St.	8	4	0	12
2015	299	Illinois St.	13	1	0	14
2015	2743	Incarnate Word	2	9	0	11
2015	305	Indiana St.	8	6	0	14
2015	314	Jackson St.	5	7	0	12
2015	316	Jacksonville	9	2	0	11
2015	315	Jacksonville St.	10	2	0	12
2015	317	James Madison	9	4	0	13
2015	342	Lafayette	5	6	0	11
2015	346	Lamar	8	4	0	12
2015	352	Lehigh	3	8	0	11
2015	355	Liberty	9	5	0	14
2015	380	Maine	5	6	0	11
2015	386	Marist	4	7	0	11
2015	402	McNeese St.	6	5	0	11
2015	406	Mercer	6	6	0	12
2015	432	Mississippi Val.	2	9	0	11
2015	669	Missouri St.	4	8	0	12
2015	439	Monmouth	6	5	0	11
2015	441	Montana	9	5	0	14
2015	440	Montana St.	8	5	0	13
2015	444	Morehead St.	4	8	0	12
2015	446	Morgan St.	7	6	0	13
2015	454	Murray St.	3	9	0	12
2015	488	N.C. A&T	9	3	0	12
2015	489	N.C. Central	7	5	0	12
2015	469	New Hampshire	12	2	0	14
2015	483	Nicholls St.	0	12	0	12
2015	485	Norfolk St.	4	8	0	12
2015	494	North Dakota	5	7	0	12
2015	493	North Dakota St.	14	1	0	15
2015	501	Northern Ariz.	7	5	0	12
2015	502	Northern Colo.	3	8	0	11
2015	508	Northwestern St.	6	6	0	12
2015	540	Penn	2	8	0	10
2015	550	Portland St.	3	9	0	12
2015	553	Prairie View	5	5	0	10
2015	1320	Presbyterian	6	5	0	11
2015	554	Princeton	5	5	0	10
2015	572	Rhode Island	1	11	0	12
2015	575	Richmond	9	5	0	14
2015	579	Robert Morris	1	10	0	11
2015	102	Sacramento St.	7	5	0	12
2015	590	Sacred Heart	9	3	0	12
2015	600	Saint Francis (PA)	5	6	0	11
2015	624	Sam Houston St.	11	5	0	16
2015	625	Samford	7	4	0	11
2015	627	San Diego	9	3	0	12
2015	632	Savannah St.	0	12	0	12
2015	647	South Carolina St.	8	4	0	12
2015	650	South Dakota	2	10	0	12
2015	649	South Dakota St.	9	5	0	14
2015	654	Southeast Mo. St.	5	7	0	12
2015	655	Southeastern La.	9	4	0	13
2015	659	Southern Ill.	6	6	0	12
2015	665	Southern U.	9	4	0	13
2015	667	Southern Utah	3	9	0	12
2015	676	Stephen F. Austin	8	5	0	13
2015	678	Stetson	5	7	0	12
2015	683	Stony Brook	5	7	0	12
2015	691	Tennessee St.	6	6	0	12
2015	692	Tennessee Tech	5	7	0	12
2015	699	Texas Southern	5	6	0	11
2015	711	Towson	4	8	0	12
2015	108	UC Davis	2	9	0	11
2015	504	UNI	9	5	0	14
2015	695	UT Martin	6	6	0	12
2015	741	VMI	2	10	0	12
2015	735	Valparaiso	4	8	0	12
2015	739	Villanova	11	3	0	14
2015	748	Wagner	7	4	0	11
2015	758	Weber St.	2	10	0	12
2015	769	Western Caro.	7	5	0	12
2015	771	Western Ill.	5	7	0	12
2015	786	William & Mary	7	5	0	12
2015	2915	Wofford	6	5	0	11
2015	813	Yale	8	2	0	10
2015	817	Youngstown St.	7	5	0	12
2015	929	Adams St.	4	7	0	11
2015	13	Albany St. (GA)	7	3	0	10
2015	934	Alderson Broaddus	7	4	0	11
2015	22	American Int'l	8	3	0	11
2015	25	Angelo St.	9	3	0	12
2015	8411	Ark.-Monticello	2	8	0	10
2015	947	Arkansas Tech	3	8	0	11
2015	35	Ashland	8	2	0	10
2015	36	Assumption	7	4	0	11
2015	41	Augustana (SD)	6	5	0	11
2015	30146	Azusa Pacific	10	1	0	11
2015	54	Bemidji St.	3	8	0	11
2015	55	Benedict	4	6	0	10
2015	56	Bentley	5	6	0	11
2015	30134	Black Hills St.	3	8	0	11
2015	65	Bloomsburg	11	2	0	13
2015	70	Bowie St.	5	5	0	10
2015	30094	Brevard	1	10	0	11
2015	106	California (PA)	8	2	0	10
2015	1000	Carson-Newman	7	3	0	10
2015	1001	Catawba	6	5	0	11
2015	130	Central Mo.	8	4	0	12
2015	1009	Central Okla.	8	4	0	12
2015	30049	Central St. (OH)	4	6	0	10
2015	1010	Central Wash.	7	4	0	11
2015	1012	Chadron St.	8	3	0	11
2015	1013	Charleston (WV)	8	3	0	11
2015	135	Cheyney	0	11	0	11
2015	8875	Chowan	2	8	0	10
2015	143	Clarion	2	9	0	11
2015	144	Clark Atlanta	3	7	0	10
2015	11416	Colorado Mesa	6	5	0	11
2015	155	Colorado Mines	10	2	0	12
2015	2720	Colorado St.-Pueblo	14	1	0	15
2015	1028	Concord	13	1	0	14
2015	9081	Concordia-St. Paul	5	6	0	11
2015	181	Delta St.	9	2	0	11
2015	30095	Dixie St.	1	10	0	11
2015	8965	East Central	6	5	0	11
2015	197	East Stroudsburg	6	5	0	11
2015	206	Eastern N.M.	7	4	0	11
2015	209	Edinboro	3	8	0	11
2015	210	Elizabeth City St.	4	6	0	10
2015	1071	Emporia St.	4	7	0	11
2015	1076	Fairmont St.	3	7	0	10
2015	223	Fayetteville St.	5	5	0	10
2015	224	Ferris St.	11	1	0	12
2015	1079	Findlay	5	6	0	11
2015	230	Florida Tech	6	5	0	11
2015	9011	Fort Hays St.	7	4	0	11
2015	1083	Fort Lewis	3	8	0	11
2015	237	Fort Valley St.	6	4	0	10
2015	246	Gannon	8	2	0	10
2015	1098	Glenville St.	5	6	0	11
2015	262	Grand Valley St.	6	5	0	11
2015	1116	Harding	9	2	0	11
2015	1123	Henderson St.	9	2	0	11
2015	280	Hillsdale	4	7	0	11
2015	291	Humboldt St.	8	2	0	10
2015	307	Indiana (PA)	6	5	0	11
2015	309	Indianapolis	9	2	0	11
2015	323	Johnson C. Smith	3	7	0	10
2015	332	Kentucky St.	3	7	0	10
2015	339	Kutztown	6	5	0	11
2015	333	Ky. Wesleyan	7	4	0	11
2015	362	LIU Post	8	4	0	12
2015	2746	Lake Erie	4	7	0	11
2015	347	Lane	1	8	0	9
2015	1170	Lenoir-Rhyne	11	1	0	12
2015	1174	Limestone	2	9	0	11
2015	356	Lincoln (MO)	2	9	0	11
2015	357	Lincoln (PA)	1	9	0	10
2015	30136	Lindenwood (MO)	2	9	0	11
2015	359	Livingstone	5	5	0	10
2015	360	Lock Haven	2	9	0	11
2015	30137	Malone	1	10	0	11
2015	1199	Mars Hill	4	6	0	10
2015	30075	Mary	5	6	0	11
2015	30138	McKendree	5	6	0	11
2015	8530	McMurry	2	8	0	10
2015	408	Mercyhurst	7	4	0	11
2015	410	Merrimack	4	7	0	11
2015	417	Michigan Tech	9	2	0	11
2015	1222	Midwestern St.	6	4	0	10
2015	422	Miles	6	4	0	10
2015	423	Millersville	1	10	0	11
2015	427	Minn. Duluth	13	1	0	14
2015	383	Minn. St. Mankato	14	1	0	15
2015	1240	Minn. St. Moorhead	4	7	0	11
2015	27854	Minn.-Crookston	0	11	0	11
2015	30125	Minot St.	1	10	0	11
2015	429	Mississippi Col.	1	9	0	10
2015	435	Missouri S&T	4	7	0	11
2015	9012	Mo. Southern St.	4	7	0	11
2015	9013	Mo. Western St.	7	4	0	11
2015	445	Morehouse	6	4	0	10
2015	8577	N.M. Highlands	3	8	0	11
2015	1156	Neb.-Kearney	3	8	0	11
2015	470	New Haven	6	5	0	11
2015	1257	Newberry	5	6	0	11
2015	487	North Ala.	9	2	0	11
2015	9223	North Greenville	7	5	0	12
2015	12810	Northeastern St.	0	11	0	11
2015	506	Northern Mich.	3	8	0	11
2015	1266	Northern St.	8	3	0	11
2015	507	Northwest Mo. St.	10	2	0	12
2015	30178	Northwestern Okla.	3	7	0	10
2015	510	Northwood (MI)	5	6	0	11
2015	30126	Notre Dame (OH)	7	4	0	11
2015	30119	Ohio Dominican	11	2	0	13
2015	24342	Okla. Panhandle	7	3	0	10
2015	1289	Ouachita Baptist	10	1	0	11
2015	533	Pace	1	10	0	11
2015	535	Paine	2	8	0	10
2015	1314	Pittsburg St.	11	2	0	13
2015	561	Quincy	6	5	0	11
2015	591	Saginaw Valley	2	9	0	11
2015	594	Saint Augustine's	3	7	0	10
2015	30063	Seton Hill	3	8	0	11
2015	636	Shaw	3	7	0	10
2015	10870	Shepherd	8	2	0	10
2015	638	Shippensburg	6	5	0	11
2015	30151	Shorter	3	8	0	11
2015	30127	Simon Fraser	2	9	0	11
2015	30128	Sioux Falls	11	1	0	12
2015	643	Slippery Rock	9	3	0	12
2015	30139	South Dakota Mines	2	9	0	11
2015	1371	Southeastern Okla.	7	5	0	12
2015	1376	Southern Ark.	5	5	0	10
2015	658	Southern Conn. St.	2	9	0	11
2015	30152	Southern Nazarene	0	11	0	11
2015	2755	Southwest Baptist	4	7	0	11
2015	8736	Southwest Minn. St.	3	8	0	11
2015	8744	Southwestern Okla.	3	7	0	10
2015	593	St. Anselm	6	5	0	11
2015	598	St. Cloud St.	6	5	0	11
2015	604	St. Joseph's (IN)	8	3	0	11
2015	680	Stillman	5	6	0	11
2015	682	Stonehill	5	6	0	11
2015	1395	Tarleton St.	5	5	0	10
2015	199	Tex. A&M-Commerce	9	3	0	12
2015	696	Tex. A&M-Kingsville	2	9	0	11
2015	1403	Tiffin	5	6	0	11
2015	499	Truman	6	4	0	10
2015	12830	Tusculum	6	5	0	11
2015	720	Tuskegee	9	3	0	12
2015	537	UNC Pembroke	2	8	0	10
2015	30181	UVa-Wise	2	9	0	11
2015	728	Upper Iowa	6	5	0	11
2015	30104	Urbana	3	8	0	11
2015	734	Valdosta St.	10	3	0	13
2015	743	Virginia St.	10	3	0	13
2015	744	Virginia Union	7	3	0	10
2015	30141	Walsh	4	7	0	11
2015	2814	Washburn	4	7	0	11
2015	757	Wayne St. (MI)	7	4	0	11
2015	1433	Wayne St. (NE)	5	6	0	11
2015	358	West Ala.	5	6	0	11
2015	765	West Chester	11	2	0	13
2015	766	West Ga.	12	3	0	15
2015	1438	West Liberty	6	5	0	11
2015	767	West Tex. A&M	6	5	0	11
2015	9630	West Va. Wesleyan	4	6	0	10
2015	1439	West Virginia St.	2	9	0	11
2015	1445	Western N.M.	5	6	0	11
2015	1446	Western Ore.	6	5	0	11
2015	2759	Western St.	4	7	0	11
2015	30120	William Jewell	5	6	0	11
2015	1462	Wingate	6	5	0	11
2015	790	Winona St.	4	7	0	11
2015	791	Winston-Salem	9	2	0	11
2015	4	Adrian	8	3	0	11
2015	15	Albion	6	4	0	10
2015	16	Albright	6	5	0	11
2015	18	Alfred	5	5	0	10
2015	19	Allegheny	1	9	0	10
2015	21	Alma	2	8	0	10
2015	24	Amherst	8	0	0	8
2015	939	Anderson (IN)	2	8	0	10
2015	26	Anna Maria	0	10	0	10
2015	38	Augsburg	4	6	0	10
2015	40	Augustana (IL)	5	5	0	10
2015	42	Aurora	1	9	0	10
2015	953	Austin	5	5	0	10
2015	44	Averett	2	8	0	10
2015	46	Baldwin Wallace	5	5	0	10
2015	50	Bates	4	4	0	8
2015	26107	Becker	1	9	0	10
2015	53	Beloit	3	7	0	10
2015	296	Benedictine (IL)	6	5	0	11
2015	973	Berry	2	8	0	10
2015	59	Bethany (WV)	6	5	0	11
2015	60	Bethel (MN)	7	3	0	10
2015	28593	Birmingham-So.	3	7	0	10
2015	987	Bluffton	6	4	0	10
2015	69	Bowdoin	2	6	0	8
2015	75	Bridgewater (VA)	8	2	0	10
2015	76	Bridgewater St.	4	6	0	10
2015	78	Brockport	5	5	0	10
2015	84	Buena Vista	5	5	0	10
2015	85	Buffalo St.	8	3	0	11
2015	105	Cal Lutheran	4	5	0	9
2015	117	Capital	3	7	0	10
2015	118	Carleton	2	8	0	10
2015	119	Carnegie Mellon	4	6	0	10
2015	120	Carroll (WI)	8	2	0	10
2015	121	Carthage	3	7	0	10
2015	122	Case	3	7	0	10
2015	123	Castleton	7	3	0	10
2015	124	Catholic	3	7	0	10
2015	126	Central (IA)	8	2	0	10
2015	132	Centre	10	1	0	11
2015	134	Chapman	8	2	0	10
2015	137	Chicago	8	1	0	9
2015	139	Chris. Newport	8	4	0	12
2015	142	Claremont-M-S	5	4	0	9
2015	722	Coast Guard	3	7	0	10
2015	150	Coe	5	5	0	10
2015	151	Colby	2	6	0	8
2015	160	Concordia Chicago	1	8	0	9
2015	1036	Concordia Wisconsin	5	5	0	10
2015	161	Concordia-M'head	8	2	0	10
2015	166	Cornell College	5	4	0	9
2015	30035	Crown (MN)	4	6	0	10
2015	170	Curry	3	7	0	10
2015	177	DePauw	7	3	0	10
2015	1050	Defiance	3	7	0	10
2015	179	Delaware Valley	9	2	0	11
2015	182	Denison	6	4	0	10
2015	185	Dickinson	3	7	0	10
2015	192	Dubuque	4	6	0	10
2015	195	Earlham	0	10	0	10
2015	1062	East Tex. Baptist	4	6	0	10
2015	212	Elmhurst	5	5	0	10
2015	216	Emory & Henry	8	2	0	10
2015	8981	Endicott	5	5	0	10
2015	218	Eureka	2	8	0	10
2015	221	FDU-Florham	0	10	0	10
2015	225	Ferrum	1	9	0	10
2015	227	Fitchburg St.	6	4	0	10
2015	238	Framingham St.	10	1	0	11
2015	239	Frank. & Marsh.	5	5	0	10
2015	2694	Franklin	8	3	0	11
2015	243	Frostburg St.	4	6	0	10
2015	245	Gallaudet	2	7	0	9
2015	30084	Geneva	3	7	0	10
2015	1094	George Fox	1	8	0	9
2015	258	Gettysburg	5	5	0	10
2015	263	Greensboro	3	7	0	10
2015	1111	Greenville	7	3	0	10
2015	264	Grinnell	3	7	0	10
2015	265	Grove City	0	10	0	10
2015	1112	Guilford	8	2	0	10
2015	266	Gust. Adolphus	6	4	0	10
2015	267	Hamilton	0	8	0	8
2015	268	Hamline	4	6	0	10
2015	269	Hampden-Sydney	7	4	0	11
2015	1115	Hanover	2	8	0	10
2015	271	Hardin-Simmons	6	3	0	9
2015	273	Hartwick	2	8	0	10
2015	278	Heidelberg	8	2	0	10
2015	1124	Hendrix	6	4	0	10
2015	281	Hiram	5	5	0	10
2015	282	Hobart	12	1	0	13
2015	286	Hope	6	4	0	10
2015	2741	Howard Payne	4	6	0	10
2015	1130	Huntingdon	7	3	0	10
2015	1133	Husson	8	2	0	10
2015	300	Ill. Wesleyan	4	6	0	10
2015	297	Illinois Col.	7	3	0	10
2015	313	Ithaca	7	4	0	11
2015	320	John Carroll	11	2	0	13
2015	322	Johns Hopkins	11	1	0	12
2015	325	Juniata	5	5	0	10
2015	326	Kalamazoo	2	8	0	10
2015	329	Kean	2	8	0	10
2015	335	Kenyon	1	9	0	10
2015	336	King's (PA)	4	6	0	10
2015	337	Knox	2	8	0	10
2015	341	La Verne	2	7	0	9
2015	1162	LaGrange	5	5	0	10
2015	344	Lake Forest	4	6	0	10
2015	1164	Lakeland	6	4	0	10
2015	348	Lawrence	2	8	0	10
2015	351	Lebanon Valley	3	7	0	10
2015	22235	Lewis & Clark	0	9	0	9
2015	1179	Linfield	11	2	0	13
2015	364	Loras	3	7	0	10
2015	1182	Louisiana Col.	6	4	0	10
2015	372	Luther	5	5	0	10
2015	373	Lycoming	8	2	0	10
2015	398	MIT	10	1	0	11
2015	377	MacMurray	3	7	0	10
2015	376	Macalester	9	2	0	11
2015	378	Maine Maritime	3	6	0	9
2015	1192	Manchester	4	6	0	10
2015	1194	Maranatha Baptist	0	6	0	6
2015	385	Marietta	2	8	0	10
2015	8597	Martin Luther	2	8	0	10
2015	1203	Mary Hardin-Baylor	11	1	0	12
2015	396	Maryville (TN)	7	3	0	10
2015	399	Mass. Maritime	4	6	0	10
2015	773	McDaniel	1	9	0	10
2015	724	Merchant Marine	2	8	0	10
2015	412	Methodist	6	4	0	10
2015	420	Middlebury	6	2	0	8
2015	424	Millikin	3	7	0	10
2015	426	Millsaps	3	6	0	9
2015	1226	Minn.-Morris	0	10	0	10
2015	16142	Misericordia	1	9	0	10
2015	438	Monmouth (IL)	8	2	0	10
2015	442	Montclair St.	8	2	0	10
2015	443	Moravian	5	5	0	10
2015	30067	Morrisville St.	9	2	0	11
2015	27901	Mount Ida	5	5	0	10
2015	452	Mount Union	14	1	0	15
2015	8567	Mt. St. Joseph	8	2	0	10
2015	453	Muhlenberg	9	2	0	11
2015	455	Muskingum	3	7	0	10
2015	491	N.C. Wesleyan	5	5	0	10
2015	462	Neb. Wesleyan	4	6	0	10
2015	484	Nichols	1	9	0	10
2015	492	North Central (IL)	8	2	0	10
2015	496	North Park	2	8	0	10
2015	30031	Northwestern-St. Paul	8	2	0	10
2015	511	Norwich	7	4	0	11
2015	515	Oberlin	2	8	0	10
2015	516	Occidental	5	4	0	9
2015	517	Ohio Northern	7	3	0	10
2015	520	Ohio Wesleyan	6	4	0	10
2015	525	Olivet	6	4	0	10
2015	531	Otterbein	5	5	0	10
2015	2751	Pacific (OR)	6	3	0	9
2015	1297	Pacific Lutheran	7	2	0	9
2015	548	Plymouth St.	1	9	0	10
2015	549	Pomona-Pitzer	1	8	0	9
2015	557	Puget Sound	4	5	0	9
2015	565	Randolph-Macon	5	5	0	10
2015	567	Redlands	6	3	0	9
2015	570	Rensselaer	6	5	0	11
2015	573	Rhodes	8	2	0	10
2015	577	Ripon	3	7	0	10
2015	581	Rochester (NY)	5	4	0	9
2015	582	Rockford	2	8	0	10
2015	585	Rose-Hulman	7	3	0	10
2015	259	Rowan	7	4	0	11
2015	168	SUNY Cortland	5	5	0	10
2015	478	SUNY Maritime	4	6	0	10
2015	602	Saint John's (MN)	10	2	0	12
2015	30064	Saint Vincent	4	6	0	10
2015	622	Salisbury	7	4	0	11
2015	623	Salve Regina	7	4	0	11
2015	652	Sewanee	2	8	0	10
2015	637	Shenandoah	4	6	0	10
2015	641	Simpson	3	7	0	10
2015	8746	Southwestern (TX)	1	8	0	9
2015	673	Springfield	5	5	0	10
2015	601	St. John Fisher	9	2	0	11
2015	607	St. Lawrence	8	2	0	10
2015	614	St. Norbert	6	4	0	10
2015	615	St. Olaf	1	9	0	10
2015	618	St. Scholastica	10	1	0	11
2015	620	St. Thomas (MN)	8	3	0	11
2015	21852	Stevenson	8	3	0	11
2015	1390	Sul Ross St.	2	8	0	10
2015	685	Susquehanna	2	8	0	10
2015	712	TCNJ	2	8	0	10
2015	1400	Texas Lutheran	9	2	0	11
2015	707	Thiel	4	6	0	10
2015	1402	Thomas More	8	2	0	10
2015	30037	Trine	6	4	0	10
2015	713	Trinity (CT)	5	3	0	8
2015	715	Trinity (TX)	4	6	0	10
2015	717	Tufts	4	4	0	8
2015	656	UMass Dartmouth	4	6	0	10
2015	727	Union (NY)	2	8	0	10
2015	730	Ursinus	7	3	0	10
2015	733	Utica	7	4	0	11
2015	808	WPI	4	6	0	10
2015	747	Wabash	10	2	0	12
2015	750	Wartburg	12	1	0	13
2015	751	Wash. & Jeff.	10	2	0	12
2015	752	Wash. & Lee	2	8	0	10
2015	755	Washington-St. Louis	4	6	0	10
2015	1434	Waynesburg	8	3	0	11
2015	763	Wesley	12	2	0	14
2015	764	Wesleyan (CT)	7	1	0	8
2015	770	Western Conn. St.	7	4	0	11
2015	775	Western New Eng.	8	2	0	10
2015	777	Westfield St.	5	5	0	10
2015	1450	Westminster (MO)	6	4	0	10
2015	1451	Westminster (PA)	4	6	0	10
2015	778	Wheaton (IL)	11	1	0	12
2015	781	Whittier	2	7	0	9
2015	1454	Whitworth	6	4	0	10
2015	783	Widener	12	1	0	13
2015	784	Wilkes	2	8	0	10
2015	785	Willamette	5	4	0	9
2015	789	Williams	2	6	0	8
2015	1461	Wilmington (OH)	0	10	0	10
2015	8911	Wis. Lutheran	7	3	0	10
2015	793	Wis.-Eau Claire	1	9	0	10
2015	795	Wis.-La Crosse	3	7	0	10
2015	798	Wis.-Oshkosh	6	4	0	10
2015	800	Wis.-Platteville	7	3	0	10
2015	801	Wis.-River Falls	3	7	0	10
2015	802	Wis.-Stevens Point	7	3	0	10
2015	803	Wis.-Stout	2	8	0	10
2015	805	Wis.-Whitewater	15	0	0	15
2015	806	Wittenberg	9	2	0	11
2015	787	Wm. Paterson	4	6	0	10
2015	807	Wooster	4	6	0	10
2015	809	Worcester St.	7	3	0	10
